Substrate,ECNumber,Organism_ID_sabio,kcat,original_index
"2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)",1.10.3.2,1813182,206.58,380
"2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)",1.10.3.2,1835742,23,381
"2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)",1.10.3.2,1869214,9.58,382
"2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)",1.11.2.1,1973307,283,383
"2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)",1.10.3.2,2690350,24.3,384
"2,2-Dimethylpropanal",4.1.2.10,32224,164,385
"2,3,4,5-Tetrahydrodipicolinate",2.6.1.83,3702,0.3,386
"2,3,4,5-Tetrahydrodipicolinate",2.3.1.117,83333,43.33333,387
"2,3-Bisphosphoglycerate",5.4.2.11,9031,2.78,388
"2,3-Bisphosphoglycerate",5.4.2.4,9031,2.78,389
"2,3-Bisphosphoglycerate",5.4.2.11,559292,0.16,390
"2,3-Butanediol",1.1.1.14,9940,0.5,391
"2,3-Diaminopropanoate",4.3.1.15,83333,58.6,392
"2,3-Diaminopropanoate",4.3.1.15,99287,150,393
"2,3-Dichloro-1,4-naphthoquinone",1.8.1.9,10116,9.6,394
"2,3-Dichloro-1,4-naphthoquinone",1.11.1.1,226185,2.9,395
"2,3-Dichloro-5,6-dicyano-1,4-benzoquinone",1.6.5.2,4911,8.666667,396
"2,3-Dihydro-2,3-dihydroxybenzoyl-CoA",4.1.2.44,59406,20,397
"2,3-Dihydroxy-3-methylbutanoate",1.1.1.86,83333,0.05166667,398
"2,3-Dihydroxybenzaldehyde",1.17.3.2,9913,0.85,399
"2,3-Dihydroxybenzoate",1.10.3.2,575584,70.56,400
"2,3-Dimethoxy-5-methyl-1,4-benzoquinone",1.5.99.12,4577,143.6,401
"2,3-Dimethoxy-5-methyl-6-(3-methyl-2-butenyl)-1,4-benzoquinone",1.5.99.12,4577,123.1,402
"2,3-Dimethoxyphenol",1.11.1.7,3704,100,403
"2,3-Heptanedione",1.1.1.10,6239,2.84,404
"2,3-Heptanedione",1.1.1.10,9606,1.8,405
"2,3-Heptanedione",1.1.1.10,10036,24,406
"2,3-Heptanedione",1.1.1.10,10090,24,407
"2,3-Heptanedione",1.1.1.10,10116,14,408
"2,3-Heptanedione",1.1.1.10,10141,30,409
"2,3-Hexanedione",1.1.1.10,9606,1.7,410
"2,3-Hexanedione",1.1.1.10,10036,22,411
"2,3-Hexanedione",1.1.1.10,10090,20,412
"2,3-Hexanedione",1.1.1.10,10116,10,413
"2,3-Hexanedione",1.1.1.10,10141,9.1,414
"2,3-Pentanedione",1.1.1.10,9606,2.5,415
"2,3-Pentanedione",1.1.1.10,10036,26,416
"2,3-Pentanedione",1.1.1.10,10090,30,417
"2,3-Pentanedione",1.1.1.10,10116,26,418
"2,3-Pentanedione",1.1.1.51,10116,0.4833333,419
"2,3-Pentanedione",1.1.1.62,10116,0.1466667,420
"2,3-Pentanedione",1.1.1.10,10141,19,421
"2,4,6-Trimethylphenylglyoxal",1.1.1.21,9606,1.616667,422
"2,4,6-Trinitrotoluene",1.6.99.1,224308,0.53,423
"2,4-Dichloro-cis,cis-muconate",5.5.1.1,303,0.055,424
"2,4-Dichlorophenol",1.11.1.7,385957,68,425
"2,4-Dimethylbenzaldehyde",4.1.2.47,316758,18.5,426
"2,4-Dinitrobenzaldehyde",1.2.1.3,9606,0.6666667,427
"2,4-Dinitrophenyl-alpha-D-glucopyranoside",3.2.1.3,226186,280,428
"2,4-Hexadien-1-ol",1.1.3.7,5323,119,429
"2,4-Pentanedione",1.14.13.84,294,2.1,430
"2,5,7,4'-Tetrahydroxyisoflavanone",4.2.1.105,3847,18.1,431
"2,5,7,4'-Tetrahydroxyisoflavanone",4.2.1.105,46348,0.19,432
"2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine",3.5.4.26,83333,6.166667,433
"2,5-Diaziridinyl-1,4-benzoquinone",1.8.1.9,10116,0.15,434
"2,5-Diaziridinyl-3-(hydroxymethyl)-6-methyl-1,4-benzoquinone",1.8.1.9,10116,0.13,435
"2,5-Dihydro-5-oxofuran-2-acetate",5.5.1.1,395598,125,436
"2,5-Dihydroxybenzoyl-CoA",3.1.2.23,1667,0.08,437
"2,5-Dihydroxybenzoyl-CoA",3.1.2.23,72586,8.9,438
"2,5-Dihydroxybenzoyl-CoA",3.1.2.23,272558,6.5,439
"2,5-Dimethyl-1,4-benzoquinone",1.8.1.9,10116,1.8,440
"2,5-Dimethyl-1,4-benzoquinone",1.11.1.1,226185,3.9,441
"2,5-Dimethyl-3,6-diaziridinyl-1,4-benzoquinone",1.8.1.9,10116,0.16,442
"2,5-Dioxopentanoate",1.2.1.26,192,53.9,443
"2,5-Dioxopentanoate",1.2.1.26,62977,57,444
"2,5-Dioxopentanoate",1.2.1.26,160488,197,445
"2,5-Dioxopentanoate",1.2.1.3,224308,2.75,446
"2,6-Dichlorobenzaldehyde",4.1.2.47,316758,24.7,447
"2,6-Dichloroindophenol",1.2.99.7,879,1.35,448
"2,6-Dichloroindophenol",1.14.13.7,1426,7.1,449
"2,6-Dichloroindophenol",1.6.2.4,3702,19,450
"2,6-Dichloroindophenol",1.18.1.2,3888,74.1,451
"2,6-Dichloroindophenol",1.18.1.2,4577,44,452
"2,6-Dichloroindophenol",1.5.99.12,4577,278,453
"2,6-Dichloroindophenol",1.10.5.1,9606,46.66667,454
"2,6-Dichloroindophenol",1.2.3.1,9606,0.1066667,455
"2,6-Dichloroindophenol",1.6.2.4,9606,22,456
"2,6-Dichloroindophenol",1.6.5.2,9606,600,457
"2,6-Dichloroindophenol",1.3.8.1,9913,3.3,458
"2,6-Dichloroindophenol",1.18.1.2,36329,110,459
"2,6-Dichloroindophenol",1.18.1.2,83331,2.5,460
"2,6-Dichloroindophenol",1.18.1.2,83332,2.5,461
"2,6-Dichloroindophenol",1.2.3.3,220668,26,462
"2,6-Dichloroindophenol",1.18.1.2,224308,22.7,463
"2,6-Dichloroindophenol",1.1.3.10,230624,20,464
"2,6-Dichloroindophenol",1.3.5.2,237561,2.1,465
"2,6-Dichloroindophenol",1.6.2.4,559292,8.8,466
"2,6-Dihydroxypseudooxynicotine",3.7.1.19,29320,792,467
"2,6-Dimethyl-1,4-benzoquinone",1.6.5.2,83332,2.8,468
"2,6-Dimethyl-1,4-benzoquinone",1.1.3.10,230624,120,469
"2,7,4'-Trihydroxyisoflavanone",4.2.1.105,3847,5.3,470
"2,7,4'-Trihydroxyisoflavanone",4.2.1.105,46348,0.12,471
"2,7-Dihydroxy-4'-methoxyisoflavanone",4.2.1.105,3847,1.6,472
"2,7-Dihydroxy-4'-methoxyisoflavanone",4.2.1.105,46348,9.8,473
2-Acetolactate,1.1.1.86,83333,2.231,474
2-Acetylpyridine,1.14.13.84,294,7.8,475
2-Acetylpyridine,1.1.1.62,10116,0.075,476
2-Acetylpyrrole,1.14.13.84,294,9.4,477
"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",1.14.14.1,9606,0.1833333,478
2-Amino-2-methylpropanoate,4.1.1.64,292,13.1,479
"2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",1.14.14.1,9606,0.09,480
"2-Amino-4-hydroxy-6,7-dimethyltetrahydropteridine",1.5.1.34,9606,510,481
"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine",3.5.4.11,311403,1.2,482
"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole",1.14.14.1,9606,0.08333333,483
2-Amino-p-cresol,1.1.3.38,69488,0.017,484
2-Benzoylpyridine,1.1.1.21,9606,0.3666667,485
2-Benzyl-3-phenyloxirane,3.3.2.10,6239,12,486
2-Butanol,1.1.1.1,7225,7.1,487
2-Butanol,1.1.1.1,273057,3.55,488
2-Butanone,1.1.1.1,273057,1.933333,489
2-Buten-1-ol,1.1.1.1,10116,20,490
"2-Butene-1,4-diol",1.1.1.1,9606,3.833333,491
2-C-Methyl-D-erythritol 4-phosphate,2.7.7.60,3702,26,492
2-C-Methyl-D-erythritol 4-phosphate,2.7.7.60,83333,54.1,493
2-C-Methyl-D-erythritol 4-phosphate,2.7.7.60,83334,54.1,494
2-C-Methyl-D-erythritol 4-phosphate,2.7.7.60,199310,54.1,495
2-Carboxybenzaldehyde,1.1.1.2,9606,1.583333,496
2-Carboxybenzaldehyde,1.1.1.n11,9606,1.683333,497
2-Carboxybenzaldehyde,1.1.1.n11,10090,1.3,498
2-Chloro-4-methoxyphenol,1.11.1.7,3704,1900,499
2-Chloro-4-nitrophenyl phosphate,3.1.3.48,559292,3.09,500
"2-Chloro-cis,cis-muconate",5.5.1.1,303,0.8166667,501
2-Chloro-trans-cinnamate,1.14.14.91,3702,1.096667,502
2-Chlorobenzaldehyde,1.1.1.2,9606,2.483333,503
2-Chlorobenzaldehyde,1.1.1.21,9606,2.3,504
2-Coumarate,1.5.99.12,4577,0.3,505
2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,4.2.3.4,83333,16,506
2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,4.2.3.4,186497,3,507
2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,4.2.3.4,1590841,0.5,508
2-Dehydro-3-deoxy-D-gluconate,2.7.1.13,381666,10.2,509
2-Dehydro-3-deoxy-L-galactonate,4.1.2.54,51453,11.3,510
2-Dehydro-D-gluconate,1.1.1.215,83333,40.7,511
2-Dehydro-D-gluconate,2.7.1.13,381666,5.8,512
2-Dehydro-L-idonate,1.1.1.346,268952,8.4,513
2-Dehydropantoate,1.1.1.169,83333,25,514
2-Dehydropantoate,1.1.1.86,83333,0.194,515
2-Deoxy-6-phospho-D-gluconate,1.1.1.44,5702,0.29,516
2-Deoxy-6-phospho-D-gluconate,1.1.1.44,9606,0.28,517
2-Deoxy-6-phospho-D-gluconate,1.1.1.44,9940,1.12,518
2-Deoxy-D-galactose,2.7.1.6,9606,4.8,519
2-Deoxy-D-galactose,2.7.1.6,83333,0.5,520
2-Deoxy-D-glucose,2.7.1.2,9606,56.4,521
2-Deoxy-D-glucose,1.1.1.179,9823,22,522
2-Deoxy-D-glucose,1.1.1.21,9913,0.185,523
2-Deoxy-D-glucose,1.1.3.4,63559,83,524
2-Deoxy-D-glucose,2.7.1.55,83333,1.5,525
2-Deoxy-D-glucose,2.7.1.2,272557,30,526
2-Deoxy-D-glucose,1.1.3.10,2822231,40.4,527
2-Deoxy-D-glucose 6-phosphate,1.1.1.49,243274,18000,528
2-Deoxy-D-ribose,1.1.1.1,9606,2.833333,529
2-Deoxy-D-ribose,4.1.2.4,83333,0.107,530
2-Deoxy-D-ribose 5-phosphate,2.5.1.55,83333,0.12,531
2-Deoxy-D-ribose 5-phosphate,4.1.2.4,83333,68,532
2-Deoxyglucose,2.7.1.2,9606,56.7,533
2-Dodecanone,1.14.13.92,83332,0.023,534
2-Ethoxycinnamate,1.14.14.91,3702,1.17,535
2-Fluoro-D-glucose,1.1.1.21,9913,0.05,536
2-Fluoro-trans-cinnamate,1.14.14.91,3702,2.743333,537
2-Fluorogeranyl diphosphate,4.2.3.20,2711,0.00054,538
2-Fluoroneryl diphosphate,4.2.3.20,2711,0.00024,539
2-Heptyl-4-hydroxyquinoline-N-oxide,2.1.1.374,83332,0.8,540
2-Heptyl-4-hydroxyquinoline-N-oxide,2.1.1.374,561007,2,541
2-Hexanol,1.1.1.1,7225,8,542
"2-Hydroxy-2,4-pentadienoate",4.2.1.80,83333,450,543
"2-Hydroxy-2,4-pentadienoate",5.3.2.6,224308,112,544
"2-Hydroxy-2,4-pentadienoate",4.2.1.80,266265,361,545
2-Hydroxy-3-butynoate,1.1.99.31,303,3.9,546
"2-Hydroxy-3-chloro-6-oxo-6-phenylhexa-2,4-dienoate",3.7.1.8,292,0.0089,547
2-Hydroxy-3-methoxybenzyl alcohol,2.4.1.85,4558,0.39,548
2-Hydroxy-3-oxopropanoate,1.1.1.60,83333,23,549
2-Hydroxy-4-phosphonobutyric acid,2.7.2.3,559292,153,550
"2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate",3.7.1.8,292,3.13,551
"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",3.7.1.8,292,4.18,552
"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",3.7.1.8,83332,0.066,553
"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",3.7.1.8,266265,6.5,554
2-Hydroxyacetophenone,1.14.13.84,294,6.7,555
2-Hydroxybutyrate,1.1.99.31,303,0.1,556
2-Hydroxybutyrate,6.3.2.4,1352,1.8,557
2-Hydroxybutyryl-CoA,3.1.2.20,9606,0.18,558
2-Hydroxycaproate,6.3.2.4,1352,1.1,559
"2-Hydroxyhepta-2,4-dienedioate",5.3.2.6,224308,3,560
2-Hydroxyhexanoate,1.1.99.31,303,0.34,561
2-Hydroxyisocaproate,1.1.99.31,303,0.8,562
2-Hydroxymuconate,5.3.2.6,303,2100,563
2-Hydroxymuconate,5.3.2.6,224308,26,564
2-Hydroxymuconate,5.3.2.6,395495,2400,565
2-Hydroxyoctanoate,1.1.99.31,303,0.5,566
2-Hydroxyoctanoate,1.1.3.15,9606,0.08,567
2-Hydroxyvalerate,1.1.99.31,303,0.36,568
2-Hydroxyvalerate,6.3.2.4,1352,2.6,569
2-Isopropylmalate,4.2.1.33,243232,4.5,570
2-Keto-3-deoxy-D-galactonate,4.1.2.55,2287,6.8,571
2-Keto-3-deoxy-D-gluconate,4.1.2.55,2287,28.2,572
2-Keto-4-methylhexanoic acid,4.1.1.7,303,8.6,573
2-Keto-4-methylhexanoic acid,4.1.1.1,264203,0.4,574
2-Mercaptoethanol,2.1.1.45,1582,0.01533333,575
2-Mercaptoethanol,1.14.14.43,3702,0.4166667,576
2-Mercaptoethanol,1.14.14.45,3702,0.4333333,577
2-Mercaptoethanol,2.1.1.45,9606,0.0057,578
2-Mercaptoethanol,2.8.1.2,10116,6666.667,579
2-Methoxybenzaldehyde,1.2.1.3,9606,0.3666667,580
2-Methoxybenzoyl phosphate,3.6.1.7,9913,1457,581
2-Methoxybenzyladenine,1.5.99.12,4577,0.7,582
2-Methyl-3-oxopropanoate,1.2.1.27,224308,1.1,583
"2-Methyl-5-hydroxy-1,4-naphthoquinone",1.8.1.9,10116,3.2,584
"2-Methyl-5-hydroxy-1,4-naphthoquinone",1.11.1.1,226185,2.5,585
2-Methyl-p-cresol,1.1.3.38,69488,0.031,586
2-Methylacetoacetyl-CoA,2.3.1.9,9606,61,587
2-Methylaspartic acid,2.6.1.19,83333,0.00086,588
2-Methylbenzaldehyde,4.1.2.47,316758,53.6,589
2-Methylbutanal,1.1.1.1,9544,0.77,590
"2-Methylene-1,3-propanediol",1.1.3.9,5518,283,591
2-Methylpropanal,4.1.2.10,32224,110,592
2-Methylpropanal,1.2.1.10,266265,11.2,593
2-Methylpropanoyl-CoA,6.2.1.13,186497,121,594
2-Methylpropanoyl-CoA,5.4.99.13,266264,48.33333,595
2-Naphthaldehyde,1.1.1.21,9606,3.383333,596
2-Naphthaldehyde,1.2.1.3,9606,4,597
2-Naphthaldehyde,4.1.2.10,32224,1160,598
2-Naphthyl-beta-D-xylopyranoside,3.2.1.37,105351,13.1,599
2-Nitro-5-[(Phenylacetyl)amino]benzoic acid,3.5.1.11,562,16.2,600
2-Nitrobenzaldehyde,1.1.1.184,9606,6.6,601
2-Nitrobenzaldehyde,1.1.1.2,9606,1.583333,602
2-Nitrobenzaldehyde,1.1.1.213,9606,0.05333333,603
2-Nitrobenzaldehyde,1.1.1.50,9606,0.1833333,604
2-Nitrobenzaldehyde,1.1.1.n11,9606,1.816667,605
2-Nitrobenzaldehyde,1.1.1.n11,10090,1.25,606
2-Nitrobenzaldehyde,1.1.1.65,284812,0.56,607
2-Nitrocinnamate,1.14.14.91,3702,0.4583333,608
2-Nitropropane,1.13.12.16,367110,6400,609
2-O-(alpha-D-Glucopyranosyl)glycerol,2.4.1.359,225937,14,610
2-Oxobutyrate,4.1.1.7,303,17.3,611
2-Oxobutyrate,1.1.1.27,1422,124,612
2-Oxobutyrate,1.1.1.28,1587,126,613
2-Oxobutyrate,1.1.1.27,5836,183.3333,614
2-Oxobutyrate,2.6.1.7,7159,25.66667,615
2-Oxobutyrate,1.1.1.27,9606,1533.333,616
2-Oxobutyrate,2.6.1.7,9606,3.481667,617
2-Oxobutyrate,2.3.3.13,83331,10.7,618
2-Oxobutyrate,2.3.3.13,83332,10.7,619
2-Oxobutyrate,1.1.1.86,83333,0.167,620
2-Oxobutyrate,1.1.1.28,220668,700,621
2-Oxobutyrate,4.1.1.1,264203,320,622
2-Oxobutyrate,2.6.1.30,266835,24,623
2-Oxobutyrate,1.1.1.28,390333,100,624
2-Oxoglutarate,1.1.1.27,1422,4.1,625
2-Oxoglutarate,1.4.1.2,1512,179,626
2-Oxoglutarate,1.14.20.1,1901,0.42,627
2-Oxoglutarate,2.6.1.2,2261,186,628
2-Oxoglutarate,1.14.11.31,3469,0.0191,629
2-Oxoglutarate,1.14.11.32,3469,0.0161,630
2-Oxoglutarate,1.14.20.6,3702,0.056,631
2-Oxoglutarate,2.6.1.1,3702,217,632
2-Oxoglutarate,2.6.1.2,3702,2.15,633
2-Oxoglutarate,2.6.1.36,3702,5.33,634
2-Oxoglutarate,2.6.1.83,3702,17.6,635
2-Oxoglutarate,2.6.1.1,4102,34.6,636
2-Oxoglutarate,1.14.11.59,4577,2.1,637
2-Oxoglutarate,1.14.20.1,5044,0.073,638
2-Oxoglutarate,2.6.1.2,5693,23.5,639
2-Oxoglutarate,2.6.1.7,7159,2.866667,640
2-Oxoglutarate,1.1.1.399,9606,0.07833333,641
2-Oxoglutarate,1.1.1.42,9606,0.019,642
2-Oxoglutarate,1.2.4.2,9606,30,643
2-Oxoglutarate,1.4.1.3,9606,130,644
2-Oxoglutarate,1.8.1.4,9606,30,645
2-Oxoglutarate,2.3.1.61,9606,30,646
2-Oxoglutarate,2.6.1.7,9606,7.668333,647
2-Oxoglutarate,2.6.1.2,10116,500,648
2-Oxoglutarate,2.6.1.27,10116,300,649
2-Oxoglutarate,2.6.1.5,10116,576,650
2-Oxoglutarate,1.4.1.3,53953,387.5,651
2-Oxoglutarate,1.4.1.3,69014,195,652
2-Oxoglutarate,1.4.1.3,70601,387.5,653
2-Oxoglutarate,2.6.1.21,72579,129,654
2-Oxoglutarate,1.1.1.42,83332,0.12,655
2-Oxoglutarate,4.1.1.71,83332,1.816667,656
2-Oxoglutarate,1.1.1.399,83333,33.3,657
2-Oxoglutarate,1.1.1.42,83333,14.9,658
2-Oxoglutarate,1.14.11.17,83333,12.5,659
2-Oxoglutarate,2.2.1.9,83333,0.1666667,660
2-Oxoglutarate,2.6.1.19,83333,47.4,661
2-Oxoglutarate,2.6.1.52,83333,0.63,662
2-Oxoglutarate,4.2.99.20,83333,0.1666667,663
2-Oxoglutarate,1.4.1.4,99287,190,664
2-Oxoglutarate,2.6.1.11,99287,1.55,665
2-Oxoglutarate,1.14.11.39,100226,4.98,666
2-Oxoglutarate,2.6.1.76,208964,1.39,667
2-Oxoglutarate,1.4.1.2,224308,342,668
2-Oxoglutarate,2.2.1.9,224308,0.3166667,669
2-Oxoglutarate,2.6.1.9,243274,0.04666667,670
2-Oxoglutarate,1.4.1.2,246196,24,671
2-Oxoglutarate,4.1.1.71,246196,1.6,672
2-Oxoglutarate,2.3.3.14,262724,1.533333,673
2-Oxoglutarate,2.6.1.39,262724,6.7,674
2-Oxoglutarate,1.5.1.7,559292,20,675
2-Oxoglutarate,2.3.3.14,559292,0.6,676
2-Oxopentanoate,4.1.1.7,303,44.3,677
2-Oxopentanoate,1.4.1.20,1421,33,678
2-Oxopentanoate,1.1.1.27,1422,17,679
2-Oxopentanoate,1.4.1.20,2024,82,680
2-Oxopentanoate,2.6.1.7,9606,2.655,681
2-Oxopentanoate,2.3.3.13,83331,7,682
2-Oxopentanoate,2.3.3.13,83332,7,683
2-Oxopentanoate,1.1.1.86,83333,0.05,684
2-Oxopentanoate,4.1.1.1,264203,53,685
2-Pentanol,1.1.1.1,7225,7.3,686
2-Pentanol,1.1.1.1,273057,3.816667,687
2-Phenylacetamide,3.5.1.11,562,50,688
2-Phenylethylamine,1.4.9.1,266,16.9,689
2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,4.6.1.12,3702,2.5,690
2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,4.6.1.12,83332,1.8,691
2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,4.6.1.12,83333,2.7,692
2-Phospho-D-glycerate,4.2.1.11,1245,27.53,693
2-Phospho-D-glycerate,4.2.1.11,9986,60.6,694
2-Phospho-D-glycerate,5.4.2.11,83333,220,695
2-Phospho-D-glycerate,5.4.2.12,83333,10,696
2-Phospho-D-glycerate,4.2.1.11,224308,107.5,697
2-Phospho-D-glycerate,4.2.1.11,294381,170,698
2-Phospho-D-glycerate,4.2.1.11,559292,19.9,699
2-Phospho-D-glycerate,5.4.2.11,559292,400,700
2-Phosphoglycerate,5.4.2.11,9031,1197,701
2-Phosphoglycolate,3.1.3.18,83333,94,702
2-Phosphoglycolate,3.1.3.18,273075,8.26,703
2-Phosphonoacetaldehyde,3.11.1.1,1396,15,704
2-Propanol,1.1.1.1,7225,7.4,705
2-Propanol,1.1.1.1,9544,1.6,706
2-Propanol,1.1.1.1,9606,0.75,707
2-Propanol,1.1.1.1,191545,6.378333,708
2-Propanol,1.1.1.1,273057,6.916667,709
2-Pyrrole carboxaldehyde,1.14.13.84,294,8.6,710
"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",4.2.1.113,37632,120,711
"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",4.2.1.113,83333,19,712
"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",4.2.1.113,224308,150,713
2-Thiophenaldehyde,4.1.2.10,32224,1840,714
2-hydroxy-dATP,3.6.1.56,9606,13.9,715
20alpha-Hydroxy-4-pregnen-3-one,1.1.1.149,9606,0.25,716
20alpha-Hydroxy-4-pregnen-3-one,1.1.1.357,9606,0.00212,717
20alpha-Hydroxy-4-pregnen-3-one,1.1.1.51,10116,0.05333333,718
20alpha-Hydroxy-4-pregnen-3-one,1.1.1.62,10116,0.1416667,719
20alpha-Hydroxy-5alpha-pregnan-3-one,1.1.1.149,9606,0.1516667,720
20alpha-Hydroxy-5alpha-pregnan-3-one,1.1.1.357,9606,0.02166667,721
20alpha-Hydroxy-5alpha-pregnan-3-one,1.1.1.51,10116,0.04,722
20alpha-Hydroxy-5beta-pregnan-3-one,1.1.1.149,9606,0.09333333,723
20alpha-Hydroxy-5beta-pregnan-3-one,1.1.1.213,9606,0.007333333,724
20alpha-Hydroxy-5beta-pregnan-3-one,1.1.1.357,9606,0.03666667,725
20alpha-Hydroxy-5beta-pregnan-3-one,1.1.1.50,9606,0.01,726
20alpha-Hydroxy-5beta-pregnan-3-one,1.1.1.51,10116,0.01666667,727
24(S)-Hydroxycholesterol,1.14.14.25,9606,0.0195,728
24(S)-Hydroxycholesterol,2.8.2.2,9606,3.633333,729
24-Methylene lophenol,2.1.1.41,3847,0.001,730
"3',5'-Cyclic GMP",3.1.4.35,9606,1.2,731
"3',5'-Cyclic GMP",3.1.4.17,85962,15.95,732
"3',5'-Cyclic GMP",3.1.4.17,300852,0.017,733
3'-Dephospho-CoA,2.7.7.3,83333,3.3,734
3'-NADPH,1.3.1.98,83333,49,735
3'-Phosphoadenylyl sulfate,2.8.2.25,4228,1.43,736
3'-Phosphoadenylyl sulfate,2.8.2.2,9606,40.16667,737
3'-Phosphoadenylyl sulfate,2.8.2.21,9606,0.01833333,738
3'-Phosphoadenylyl sulfate,2.8.2.4,9606,0.02,739
3'-Phosphoadenylyl sulfate,2.8.2.4,10090,0.0235,740
3'-Phosphoadenylyl sulfate,2.8.2.8,10116,4.2,741
"3,3',5,5'-Tetramethylbenzidine",1.11.1.7,9606,20.58333,742
"3,3',5,5'-Tetramethylbenzidine",1.10.3.2,83333,3.9,743
"3,4-Dehydro-L-proline",1.4.3.2,8665,5,744
"3,4-Dehydroadipyl-CoA semialdehyde",1.2.1.77,59406,45,745
"3,4-Dichlorobenzaldehyde",4.1.2.47,316758,15.7,746
"3,4-Dihydroxyphenyl propionic acid",1.11.1.7,3704,1558,747
"3,4-Dihydroxyphenyl propionic acid",1.14.18.1,5341,553.5,748
"3,4-Dihydroxyphenyl propionic acid",1.14.18.1,61267,544,749
"3,4-Dihydroxyphenylacetate",4.1.1.83,1496,65,750
"3,4-Dihydroxyphenylacetate",4.1.1.83,1548,67,751
"3,4-Dihydroxyphenylacetate",1.11.1.7,3704,469,752
"3,4-Dihydroxyphenylacetate",1.14.18.1,5341,631.6,753
"3,4-Dihydroxyphenylacetate",1.13.11.15,47914,10,754
"3,4-Dimethoxyphenol",1.11.1.7,3704,1800,755
"3,4-Hexanedione",1.1.1.10,9606,2,756
"3,4-Hexanedione",1.1.1.10,10036,58,757
"3,4-Hexanedione",1.1.1.10,10090,27,758
"3,4-Hexanedione",1.1.1.10,10116,56,759
"3,4-Hexanedione",1.1.1.10,10141,26,760
"3,5-Dichlorobenzaldehyde",4.1.2.47,316758,2.8,761
"3,5-Dihydroxyphenylacetyl-CoA",3.1.2.20,9606,0.19,762
"3,5-Dimethoxybenzaldehyde",4.1.2.38,294,73.33333,763
"3,5-Dimethoxybenzaldehyde",4.1.2.47,316758,12.1,764
"3,5-Dimethoxyphenol",1.11.1.7,3704,90,765
"3-(2,3-Dihydroxyphenyl)propanoate",1.13.11.16,83333,50,766
3-(4-Hydroxyphenyl)lactate,1.1.1.37,5693,50.1,767
3-Acetylpyridine-adenine dinucleotide,1.14.13.7,1426,8,768
3-Acetylpyridine-adenine dinucleotide,1.1.1.205,5807,1.4,769
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,5833,250,770
3-Acetylpyridine-adenine dinucleotide,1.1.1.37,5833,175,771
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,5836,850,772
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,5855,333.3333,773
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,5858,233.3333,774
3-Acetylpyridine-adenine dinucleotide,1.1.1.205,9606,0.62,775
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,9606,4,776
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,36329,250,777
3-Acetylpyridine-adenine dinucleotide,1.1.1.27,36330,153.3333,778
3-Acetylpyridine-adenine dinucleotide,1.1.1.205,56690,3.8,779
"3-Amino-4,7-dihydroxy-8-methylcoumarin",6.3.1.15,193462,0.515,780
3-Aminopropanol,2.3.1.46,83333,0.13,781
3-Bromo-1-propanol,3.8.1.5,1829,3,782
3-Bromobenzaldehyde,1.1.1.21,2315449,15.6,783
3-Bromogentisate,1.13.11.4,303,13.88333,784
3-Bromogentisate,1.13.11.4,43263,10.21667,785
3-Bromopyruvate,1.1.1.28,1587,830,786
3-Bromopyruvate,1.1.1.28,390333,546,787
"3-Carboxy-cis,cis-muconate",5.5.1.2,303,600,788
3-Chloro-2-butanone,1.14.13.84,294,7.4,789
3-Chloro-4-methoxybenzyl alcohol,1.1.3.7,5323,46,790
3-Chloro-D-alanine,4.3.1.18,559292,0.48,791
3-Chloro-L-alanine,4.1.99.1,585,8.41,792
3-Chloro-L-alanine,6.3.2.8,83333,11.1,793
3-Chloro-L-alanine,2.5.1.47,99287,7,794
3-Chloro-L-tyrosine,5.4.3.6,1908,0.0048,795
